P,P_sigma,Rplanet,Rplanet_sigma,Teff,Teff_sigma,Rstar,Rstar_sigma
9.705693,0.0001722,2.07,0.375,5808.0,78.0,1.385,0.251
10.9294815,0.0001308,1.21,0.235,5792.0,163.5,0.864,0.1695
2.31941571,1.601e-05,1.24,0.2,5624.0,76.0,1.248,0.203
8.07394097,4.848e-05,1.59,0.195,3675.0,77.5,0.398,0.049
39.4420781,0.0007063,2.51,0.51,5430.0,77.0,1.902,0.3865
5.30873978,4.55e-05,1.08,0.225,5914.0,175.5,0.955,0.198
3.30040818,2.21e-05,1.43,0.225,6333.0,78.5,1.438,0.2255
10.65275054,6.451e-05,2.2,0.33999999999999997,5602.0,187.0,0.817,0.1265
5.424749327,3.898e-06,5.15,0.5,4137.0,152.5,0.591,0.056999999999999995
0.568874717,5.7e-07,1.49,0.175,5223.0,163.0,0.78,0.0905
213.258526,0.001214,2.72,0.22999999999999998,4477.0,159.0,0.637,0.0535
0.868386354,1.544e-06,1.52,0.125,4792.0,143.0,0.704,0.058499999999999996
11.12827427,2.074e-05,4.04,0.345,3640.0,85.5,0.503,0.043
2.226496196,5.317e-06,2.1,0.18,3640.0,85.5,0.503,0.043
5.72084599,3.62e-05,1.78,0.155,3640.0,85.5,0.503,0.043
0.962864171,2.106e-06,1.52,0.255,5704.0,177.5,0.804,0.1355
6.46004728,3.015e-05,1.8,0.3,5704.0,177.5,0.804,0.1355
5.93919041,3.061e-05,3.7,0.725,6068.0,82.0,1.797,0.35050000000000003
4.11585514,1.16e-05,1.93,0.165,4827.0,136.5,0.823,0.071
33.878639,0.0002187,3.52,0.495,5533.0,74.0,1.072,0.15
42.3520039,0.0003318,6.3,1.6099999999999999,6864.0,204.5,2.632,0.673
11.47685263,6.684e-05,1.58,0.195,5550.0,78.5,1.032,0.1255
7.99022379,5.341e-05,1.97,0.385,5689.0,80.5,1.542,0.3015
4.69505576,3.937e-05,1.49,0.295,5999.0,189.0,0.959,0.19
8.63050092,6.58e-05,1.43,0.185,5352.0,159.0,0.764,0.099
3.27645723,1.633e-05,1.71,0.34500000000000003,5812.0,182.5,0.963,0.1925
115.6863392,0.0008968,3.52,0.51,5800.0,82.5,1.149,0.16599999999999998
3.81371423,2.544e-05,1.37,0.22,5547.0,166.0,0.82,0.1315
8.38395796,8.452e-05,3.24,0.795,5405.0,80.5,2.605,0.639
1.68189051,1.076e-05,1.27,0.21500000000000002,5827.0,74.5,1.374,0.23349999999999999
19.9401211,0.0001344,2.42,0.33499999999999996,5623.0,160.5,0.763,0.105
32.2964275,0.0003074,1.9,0.15000000000000002,5246.0,78.5,0.891,0.069
9.08233411,4.318e-05,1.35,0.185,5354.0,167.0,0.788,0.10699999999999998
8.83929462,4.929e-05,1.94,0.27999999999999997,5330.0,159.0,0.87,0.1245
7.56126152,4.257e-05,1.2,0.225,5853.0,160.5,0.895,0.164
16.1289679,0.0001552,2.94,0.5549999999999999,5392.0,80.0,1.087,0.20600000000000002
13.5631157,0.0001434,1.75,0.34,5853.0,174.5,0.895,0.1735
16.2959916,7.703e-05,1.83,0.19,5495.0,78.0,0.961,0.1005
18.0161227,0.0001088,2.39,0.545,6245.0,197.0,1.065,0.242
2.10433534,4.467e-06,0.79,0.095,3605.0,78.0,0.433,0.053000000000000005
28.8431751,0.0002705,2.66,0.3,5151.0,160.5,0.785,0.088
10.29674097,3.592e-05,5.75,1.125,6068.0,82.0,1.797,0.35050000000000003
9.33648141,3.477e-05,2.39,0.2,4442.0,139.5,0.648,0.0535
76.6139446,0.0006187,2.61,0.5650000000000001,6173.0,187.5,1.03,0.223
1.289590179,3.841e-06,1.38,0.2,5467.0,164.0,0.808,0.1165
0.634003002,1.22e-06,1.35,0.155,5226.0,190.0,0.75,0.086
3.00912491,1.464e-05,1.22,0.1,5713.0,81.0,0.893,0.07200000000000001
7.06321927,4.761e-05,1.21,0.175,5305.0,159.0,0.818,0.118
11.57890926,1.793e-05,2.06,0.315,6156.0,123.5,1.303,0.2
16.39926461,3.373e-05,1.94,0.30000000000000004,6156.0,123.5,1.303,0.2
40.5289885,0.0002769,5.92,1.185,6443.0,83.5,3.086,0.617
136.205112,0.001384,2.35,0.195,4648.0,167.0,0.675,0.056
2.94194296,1.324e-05,1.22,0.11,4901.0,146.0,0.758,0.0685
13.32191461,8.415e-05,2.88,0.6950000000000001,6995.0,218.5,2.274,0.5485
2.164570593,6.423e-06,1.27,0.065,3941.0,74.5,0.554,0.03
1.574090323,5.522e-06,0.93,0.04,4313.0,81.5,0.65,0.026
0.675650404,2.395e-06,1.36,0.295,5966.0,207.0,0.961,0.2095
25.8730914,0.0001464,2.88,0.65,6036.0,200.5,1.093,0.2465
1.311558909,5.764e-06,1.15,0.235,5926.0,184.5,0.963,0.198
24.7543849,0.0001365,2.1,0.17,4852.0,144.0,0.804,0.066
0.916142298,1.809e-06,0.6,0.05,4374.0,124.5,0.614,0.0505
1.766789509,6.768e-06,1.4,0.15500000000000003,3698.0,69.5,0.444,0.048
10.10773789,4.792e-05,1.98,0.36,5480.0,78.0,1.174,0.21250000000000002
0.789160884,1.302e-06,0.91,0.075,4258.0,126.5,0.622,0.051500000000000004
109.6469948,0.0007071,4.85,1.2149999999999999,5332.0,80.0,1.453,0.364
15.64588656,7.416e-05,2.18,0.445,5896.0,174.0,0.916,0.188
6.26404774,2.81e-05,1.55,0.15000000000000002,5032.0,151.0,0.817,0.078
2.53475568,7.432e-06,2.02,0.345,5662.0,186.0,0.806,0.137
24.4004378,0.0001142,2.47,0.185,4583.0,137.0,0.674,0.051000000000000004
3.54553077,2.158e-05,1.62,0.29500000000000004,5794.0,78.0,1.496,0.272
2.21571296,7.627e-06,1.7,0.305,5417.0,178.5,0.901,0.1625
3.35184041,1.163e-05,1.88,0.395,6198.0,196.5,1.005,0.214
3.40165617,1.121e-05,1.34,0.27,6177.0,178.5,0.906,0.184
14.00948631,6.676e-05,0.98,0.055,5153.0,102.0,0.767,0.0435
27.5722144,0.0002237,1.94,0.24,5912.0,76.0,1.09,0.1335
4.49686066,1.289e-05,1.93,0.21000000000000002,3698.0,69.5,0.444,0.048
19.5906103,0.0001318,2.64,0.485,5794.0,78.0,1.496,0.272
21.8634638,0.0003024,2.37,0.315,5383.0,152.0,0.789,0.105
4.83809469,8.797e-05,0.79,0.12,3187.0,75.0,0.2,0.03
13.3997555,0.0001208,1.51,0.32,6401.0,182.0,1.15,0.245
3.58273837,2.315e-05,1.64,0.265,5448.0,179.0,0.872,0.14100000000000001
0.991659646,7.946e-06,1.19,0.165,6117.0,82.5,1.244,0.17049999999999998
53.44944498,6.701e-05,5.82,0.995,5919.0,182.5,1.0,0.17149999999999999
8.18504859,8.346e-05,0.93,0.16,5984.0,164.0,0.906,0.159
3.0570982,2.163e-05,0.99,0.16999999999999998,6021.0,170.0,0.819,0.1395
2.71603664,1.405e-05,1.05,0.1,6011.0,81.0,1.041,0.101
4.56383697,4.582e-05,1.22,0.185,5408.0,160.0,0.861,0.129
66.373298,0.0007009,1.99,0.425,6143.0,182.0,0.976,0.21
52.75878505,3.347e-05,8.76,1.94,6228.0,206.5,1.137,0.252
122.358116,0.004202,2.15,0.51,5998.0,180.0,1.139,0.27
2.27164952,2.105e-05,0.97,0.22,6274.0,207.0,1.062,0.2405
13.75207851,3.401e-05,2.81,0.24,4802.0,136.5,0.699,0.0595
9.80321143,2.868e-05,2.99,0.65,6170.0,218.0,0.992,0.2145
1.005205893,4.985e-06,0.85,0.155,5718.0,161.5,0.863,0.156
64.2729088,0.0009417,5.38,1.35,6341.0,210.0,1.299,0.326
3.4327371,2.772e-05,0.75,0.14500000000000002,5757.0,147.0,0.881,0.1705
18.0541469,0.0001484,1.51,0.135,5505.0,78.0,0.909,0.0825
1.538185321,7.011e-06,1.29,0.14500000000000002,5107.0,184.0,0.723,0.081
153.979362,0.001726,2.53,0.51,5858.0,167.5,0.903,0.1825
2.61576515,1.619e-05,1.06,0.22,6088.0,183.0,0.958,0.2
6.94245216,5.042e-05,1.34,0.28,6108.0,214.5,1.03,0.216
2.55315031,1.24e-05,1.25,0.23,5970.0,198.5,0.908,0.16799999999999998
6.33855946,1.273e-05,3.31,0.73,6108.0,214.5,1.03,0.2275
6.30558387,6.536e-05,2.52,1.36,4934.0,140.5,1.756,0.947
1.450889836,6.484e-06,1.21,0.275,6046.0,199.5,1.023,0.23
0.849906734,3.906e-06,0.59,0.055,4296.0,127.5,0.505,0.0465
62.134919,0.002027,6.71,2.18,5889.0,83.5,4.912,1.5975
374.878133,0.007791,4.27,1.125,5636.0,171.0,1.354,0.358
6.10968225,6.031e-05,0.79,0.21000000000000002,6024.0,197.0,1.009,0.26649999999999996
9.8788502,0.0003593,2.64,0.595,6477.0,204.5,1.148,0.2585
7.5844241,0.0002854,5.83,1.685,6264.0,221.0,1.651,0.47650000000000003
19.672324,0.001116,4.07,1.105,6486.0,204.0,1.485,0.402
32.657035,0.003033,3.73,1.01,6486.0,204.0,1.485,0.402
12.2064304,0.0009936,5.41,2.335,5254.0,184.5,1.514,0.654
6.6513189,0.0006042,4.81,2.08,5254.0,184.5,1.514,0.654
21.0907909,0.0001467,1.88,0.32,5723.0,154.0,0.818,0.13899999999999998
16.17803,0.05099,2.25,0.5,5929.0,178.0,1.069,0.2355
4.48559215,1.142e-05,0.95,0.14,3236.0,33.0,0.193,0.029500000000000002
224.150923,0.001794,2.41,0.595,6072.0,152.0,1.286,0.319
4.09513876,3.035e-05,1.75,0.37,5858.0,173.5,0.963,0.2025
21.34736612,4.778e-05,3.2,0.54,5395.0,76.0,1.071,0.18
7.81100952,4.764e-05,1.36,0.225,5395.0,76.0,1.071,0.18
16.473474,0.0001579,1.63,0.21000000000000002,5364.0,178.0,0.754,0.097
114.336052,0.003815,2.09,0.35,5802.0,78.0,1.316,0.222
8.70179611,8.568e-05,1.37,0.18,5295.0,185.0,0.8,0.10750000000000001
44.9851885,0.0004873,2.09,0.27999999999999997,5295.0,185.0,0.8,0.10750000000000001
5.17624997,6.406e-05,1.31,0.25,5578.0,74.5,1.497,0.2815
3.91794676,2.674e-05,0.94,0.075,5500.0,78.0,0.87,0.07
3.94660745,3.164e-05,1.4,0.18,5376.0,160.0,0.806,0.105
47.3128645,0.0007537,3.71,0.66,5749.0,77.0,1.876,0.3345
101.952048,0.001733,1.31,0.285,6210.0,197.0,1.054,0.23
92.263742,0.002649,2.22,0.35,6084.0,85.5,1.283,0.2015
4.36125889,3.54e-05,1.2,0.11000000000000001,5520.0,78.0,0.873,0.0785
4.13960513,4.082e-05,1.24,0.265,6535.0,183.0,1.181,0.2545
7.20281185,1.274e-05,3.06,0.33499999999999996,5388.0,153.0,0.717,0.078
76.377855,0.001825,6.28,0.6000000000000001,3869.0,140.0,0.584,0.055499999999999994
3.87594316,2.665e-05,0.68,0.06,5713.0,76.5,0.893,0.079
11.25401871,6.513e-05,2.42,0.575,5995.0,181.0,1.118,0.26449999999999996
2.806243488,7.519e-06,1.41,0.07,4153.0,87.0,0.581,0.028499999999999998
8.82715783,7.379e-05,1.67,0.14500000000000002,5550.0,79.0,0.878,0.076
61.569765,0.001804,2.44,0.46,5626.0,77.0,1.389,0.2605
16.7525077,9.82e-05,3.65,2.185,4807.0,129.0,1.802,1.08
15.0219784,0.0004154,1.77,0.33499999999999996,5831.0,111.0,1.382,0.258
91.078624,0.001406,3.26,0.735,5915.0,194.5,1.008,0.228
85.272459,0.002575,3.85,0.89,5922.0,178.0,1.057,0.244
64.6589166,0.0008975,2.12,0.385,5821.0,78.0,1.395,0.2535
8.74192361,8.714e-05,1.94,0.3,5596.0,79.0,1.145,0.178
48.0506878,0.0009968,2.36,0.6,5332.0,79.0,1.453,0.3715
15.0330623,0.0001883,2.18,0.405,5849.0,74.5,1.601,0.2965
41.7084063,0.0003158,2.19,0.45,6434.0,176.0,1.138,0.2355
96.169569,0.001086,2.07,0.23500000000000001,5340.0,160.0,0.702,0.08
82.303914,0.00144,4.47,0.815,5602.0,79.5,1.425,0.26
14.0328775,0.0002907,1.45,0.305,6063.0,211.0,1.001,0.212
20.7057153,0.0007598,3.22,0.8,5668.0,80.5,2.437,0.604
25.4337864,0.0003215,2.0,0.29500000000000004,5806.0,78.0,1.158,0.1725
15.22895514,2.092e-05,3.0,0.46,5456.0,164.0,0.812,0.125
24.67458244,8.145e-05,2.33,0.36,5456.0,164.0,0.812,0.125
84.704139,0.001858,4.17,0.81,6085.0,82.0,1.634,0.3165
23.2385587,0.0004483,2.18,0.605,6602.0,215.5,1.685,0.469
16.5860329,0.0001924,2.09,0.39,5626.0,77.0,1.389,0.2605
92.436978,0.001035,2.89,0.42,5595.0,167.0,0.741,0.1065
6.99130452,1.449e-05,1.95,0.13,4847.0,136.5,0.761,0.051
16.2951259,0.0001917,1.15,0.06,4915.0,78.0,0.812,0.043
3.63898953,2.132e-05,1.68,0.275,5533.0,78.5,1.166,0.193
11.6044881,0.000113,1.88,0.31000000000000005,5533.0,78.5,1.166,0.193
38.1303324,0.0005845,1.54,0.32999999999999996,6370.0,184.0,1.106,0.23500000000000001
36.4337867,0.0003777,2.2,0.32,5566.0,79.0,1.099,0.1605
82.175197,0.001126,2.24,0.455,6247.0,197.0,0.954,0.194
10.35857039,6.258e-05,1.68,0.36,5893.0,167.0,1.02,0.218
11.55532445,7.61e-05,1.7,0.195,5149.0,153.0,0.803,0.0925
26.0841212,0.0005057,1.35,0.255,6083.0,190.0,0.835,0.1585
1.729367077,2.587e-06,1.82,0.12,5227.0,78.0,0.838,0.054000000000000006
4.180048081,2.741e-06,3.44,0.22000000000000003,5227.0,78.0,0.838,0.054000000000000006
51.84688984,2.931e-05,8.73,0.5599999999999999,5227.0,78.0,0.838,0.054000000000000006
22.1270885,0.0002566,3.94,1.325,5312.0,167.0,1.445,0.487
5.94228603,7.914e-05,1.23,0.06,4891.0,78.0,0.805,0.042
9.5084871,0.0001156,1.65,0.33,6144.0,80.0,1.668,0.334
30.4544418,0.000445,2.6,0.5549999999999999,6283.0,198.0,0.984,0.2115
54.6493679,0.000971,2.64,0.445,5751.0,78.0,1.282,0.215
7.31945294,6.16e-05,5.05,1.315,5745.0,81.5,3.955,1.032
35.8007112,0.0003713,7.97,2.08,5745.0,81.5,3.955,1.032
82.292865,0.001225,1.82,0.185,5626.0,80.0,0.957,0.099
133.303247,0.001334,2.67,0.18,5064.0,79.0,0.864,0.057999999999999996
125.4132302,0.0003895,3.14,0.125,4641.0,78.5,0.747,0.03
6.96704926,4.543e-05,6.14,1.16,6303.0,78.5,3.53,0.667
163.692336,0.001319,2.75,0.16,4999.0,79.0,0.843,0.05
19.597317,0.0001528,3.78,0.8800000000000001,5569.0,182.0,1.019,0.2375
124.827797,0.001263,2.57,0.42000000000000004,5349.0,80.0,1.032,0.16899999999999998
214.881456,0.003917,2.68,0.32999999999999996,5323.0,79.0,0.995,0.123
225.585245,0.00358,3.71,0.61,5929.0,77.0,1.363,0.22399999999999998
24.4972683,0.0002028,2.74,0.5549999999999999,6392.0,200.5,1.162,0.23399999999999999
4.24263096,2.661e-05,1.1,0.06,5072.0,81.0,0.825,0.0445
8.10503551,8.946e-05,1.45,0.31,6201.0,186.0,0.989,0.214
175.13892,0.002581,3.06,0.52,5497.0,78.5,1.241,0.211
1.44445234,3.115e-06,2.03,0.745,5305.0,159.0,1.449,0.5315
364.751562,0.005117,2.89,0.245,4386.0,152.5,0.63,0.0535
138.944022,0.001311,2.57,0.345,6014.0,120.5,1.115,0.15
7.2593226,2.656e-05,1.57,0.33,5914.0,169.0,0.987,0.20900000000000002
19.17893976,8.064e-05,2.4,0.46499999999999997,5767.0,173.0,0.881,0.1705
5.1117547,4.804e-05,2.81,0.7250000000000001,6432.0,184.5,1.345,0.34750000000000003
9.6310258,0.0001257,2.9,0.75,6432.0,184.5,1.345,0.34750000000000003
240.7990472,0.0006333,10.31,1.92,5758.0,82.0,1.385,0.2575
0.65355361,1.65e-07,22.95,1.88,4550.0,136.0,0.66,0.054
1.847892736,2.457e-06,1.51,0.25,5763.0,146.5,0.842,0.1395
70.9672087,0.0001847,2.84,0.285,5818.0,78.0,0.986,0.10049999999999999
3.74031708,1.925e-05,1.38,0.29,6260.0,196.0,1.063,0.2235
160.130899,0.00172,6.67,1.33,6092.0,82.0,1.759,0.351
1.79110997,5.478e-06,1.29,0.275,6040.0,181.0,0.999,0.212
5.33905606,1.209e-05,1.9,0.195,5057.0,143.5,0.704,0.072
5.87063416,2.109e-05,1.44,0.065,4166.0,83.0,0.612,0.028499999999999998
1.093665854,1.869e-06,1.29,0.25,5845.0,156.5,0.874,0.168
8.04727721,2.89e-05,2.33,0.435,5840.0,159.5,0.849,0.1585
5.71668787,3.322e-05,1.92,0.355,5638.0,186.0,0.883,0.1635
3.90863457,7.248e-06,1.86,0.155,4518.0,127.5,0.653,0.0545
0.664074145,1.528e-06,1.19,0.125,5178.0,147.0,0.797,0.08499999999999999
12.9462567,0.000293,1.13,0.195,6058.0,179.0,0.867,0.149
10.56137217,4.34e-05,2.43,0.555,5610.0,166.0,1.171,0.266
24.7577652,0.0001215,2.44,0.475,6106.0,181.0,0.966,0.19
10.13200555,3.175e-05,1.67,0.11,4777.0,167.0,0.561,0.038
38.505224,0.0001776,2.45,0.46,5974.0,161.0,0.881,0.16499999999999998
6.77408984,1.776e-05,2.5,0.54,6246.0,206.5,1.092,0.235
26.41044199,7.741e-05,2.45,0.31,5448.0,162.0,0.734,0.0935
4.88084456,1.457e-05,1.55,0.21,4929.0,148.0,0.861,0.1165
6.92101452,2.22e-05,1.48,0.13,4461.0,132.0,0.585,0.051500000000000004
3.27344784,6.177e-06,0.81,0.07,3758.0,80.0,0.496,0.042
2.41434868,4.231e-06,0.97,0.035,4507.0,80.0,0.724,0.027500000000000004
55.673582,0.0002722,2.19,0.115,4998.0,79.0,0.808,0.041499999999999995
27.495634,0.0001485,2.11,0.49,5657.0,169.0,0.911,0.21150000000000002
7.12766417,3.986e-05,1.21,0.07,5159.0,82.0,0.821,0.047
14.08826442,5.244e-05,2.66,0.515,5853.0,174.5,0.895,0.1735
148.4601819,0.0007802,3.61,0.20500000000000002,5159.0,82.0,0.821,0.047
49.1011093,0.0002094,3.28,0.665,5393.0,76.0,1.11,0.225
1.411230023,8.3e-07,1.71,0.07500000000000001,4575.0,77.5,0.737,0.0315
5.95489993,5.482e-06,2.33,0.10500000000000001,4261.0,85.0,0.633,0.0275
52.6298542,0.0003281,3.68,0.9550000000000001,5339.0,80.0,1.433,0.3715
13.47472742,4.462e-05,1.96,0.24,5395.0,152.0,0.734,0.09
10.99470891,1.916e-05,1.71,0.16,4302.0,127.0,0.586,0.054
66.4159789,0.0003626,3.44,0.465,5383.0,194.5,0.759,0.102
36.5157639,0.0001073,2.55,0.12000000000000001,4847.0,77.0,0.781,0.0375
2.514628496,4.428e-06,1.27,0.21,5662.0,152.0,0.84,0.138
4.417692516,9.04e-06,1.57,0.075,4766.0,77.0,0.664,0.032
153.348739,0.004914,2.14,0.49,6127.0,202.5,1.08,0.246
67.6690554,0.0004003,3.39,0.775,6127.0,202.5,1.08,0.246
19.32945602,9.041e-05,2.26,0.20500000000000002,5026.0,149.0,0.763,0.0695
1.226223959,4.434e-06,1.0,0.195,5855.0,74.5,1.34,0.2575
3.290114076,6.233e-06,1.49,0.125,4484.0,134.0,0.594,0.0485
7.56052209,2.636e-05,2.4,0.485,5895.0,184.5,0.94,0.188
12.12401737,3.197e-05,2.37,0.155,5094.0,79.5,0.87,0.056999999999999995
1.06378861,2.263e-06,1.61,0.32999999999999996,5265.0,158.0,1.002,0.2025
110.9643706,0.0008471,2.11,0.16999999999999998,4441.0,139.5,0.546,0.044
3.76417012,1.149e-05,1.7,0.175,5063.0,181.0,0.728,0.0755
49.18394185,2.475e-05,8.2,0.525,5626.0,83.5,2.057,0.1315
190.3200468,0.0005327,7.78,0.5,5626.0,83.5,2.057,0.1315
77.2550726,0.0003913,3.7,0.8999999999999999,6564.0,215.5,1.356,0.32999999999999996
33.4178173,0.0001735,3.13,0.32499999999999996,5136.0,145.5,0.744,0.0775
2.053341891,7.397e-06,1.44,0.25,6084.0,136.0,1.358,0.239
18.78429232,7.633e-05,2.14,0.09,4243.0,84.0,0.641,0.0275
161.515617,0.001258,2.88,0.125,4243.0,84.0,0.641,0.0275
5.132486123,9.634e-06,1.69,0.08499999999999999,3879.0,77.0,0.578,0.0295
1.434745129,3.371e-06,1.5,0.18,5806.0,78.0,1.064,0.1285
58.601926,0.0005788,2.06,0.45,6250.0,197.0,1.019,0.2235
78.0998908,0.0006627,3.37,0.565,5779.0,78.0,1.284,0.215
4.27103727,1.505e-05,1.22,0.25,5984.0,179.0,0.906,0.186
2.892216772,7.009e-06,1.31,0.06,4229.0,84.0,0.615,0.028
187.746606,0.00146,2.95,0.355,5303.0,182.0,0.753,0.09
13.24503482,4.677e-05,1.77,0.33,5636.0,108.5,1.39,0.2605
3.00725068,1.144e-05,1.56,0.23,5667.0,160.5,0.781,0.115
34.3511339,0.0001512,2.75,0.61,6091.0,190.0,0.967,0.21300000000000002
6.14728341,2.146e-05,0.79,0.045,4997.0,100.0,0.746,0.0395
14.20442616,6.285e-05,1.9,0.21,5350.0,182.0,0.678,0.075
46.8776724,0.0003107,2.62,0.29,5504.0,78.0,0.993,0.1085
9.30413878,2.541e-05,1.67,0.14,4458.0,133.0,0.658,0.0535
14.07969236,3.103e-05,2.08,0.455,5821.0,78.0,1.547,0.338
16.54081386,4.043e-05,1.57,0.09,5064.0,101.0,0.769,0.0435
3.609313059,7.605e-06,3.26,0.615,5668.0,177.5,0.868,0.164
2.3702932,3.066e-05,1.29,0.245,5668.0,177.5,0.868,0.164
8.03753796,2.269e-05,1.54,0.185,5044.0,151.0,0.804,0.098
8.67890312,2.382e-05,2.56,0.41000000000000003,5509.0,78.0,1.116,0.1775
4.02582434,1.271e-05,1.79,0.28500000000000003,5509.0,78.0,1.116,0.1775
2.50475282,1.144e-05,1.48,0.235,5509.0,78.0,1.116,0.1775
5.94565516,1.691e-05,1.12,0.065,3974.0,79.0,0.564,0.032
1.52373073,2.497e-06,1.26,0.105,3746.0,79.0,0.51,0.0415
2.543063763,9.212e-06,1.26,0.16,5579.0,75.0,1.029,0.133
4.194496867,5.587e-06,1.57,0.105,3706.0,82.5,0.522,0.035500000000000004
7.03932913,1.747e-05,4.67,0.765,5846.0,79.0,1.24,0.20350000000000001
5.70940795,1.832e-05,1.51,0.13,4402.0,131.0,0.572,0.049
3.69298623,7.316e-06,1.74,0.15,4402.0,131.0,0.572,0.049
198.7106251,0.0007117,3.56,0.215,5180.0,103.0,0.8,0.0485
13.22714056,2.728e-05,2.22,0.135,5180.0,103.0,0.8,0.0485
99.7468804,0.0003938,3.94,1.075,5620.0,160.5,0.974,0.266
9.97682072,3.432e-05,2.85,0.595,5500.0,166.0,0.928,0.193
14.80075082,4.039e-05,17.38,4.8,6327.0,376.5,7.663,2.117
5.90741476,3.939e-05,5.1,0.48,4963.0,149.0,0.69,0.065
14.5324483,9.627e-05,3.11,0.435,5345.0,151.0,0.86,0.11950000000000001
9.10969334,2.7e-05,1.32,0.16999999999999998,5611.0,106.0,1.073,0.13949999999999999
88.40678718,8.035e-05,4.55,0.59,5611.0,106.0,1.073,0.13949999999999999
130.3543929,0.0002139,7.7,1.6849999999999998,5970.0,181.0,1.015,0.2225
105.9566815,0.0003911,3.79,0.44499999999999995,5327.0,159.0,0.8,0.094
49.6220669,0.0002049,3.33,0.44500000000000006,5938.0,77.0,1.184,0.158
5.65378163,1.105e-05,1.82,0.365,5988.0,170.0,0.934,0.186
3.770590654,7.986e-06,2.13,0.34,5714.0,77.0,1.208,0.193
28.26727385,9.64e-05,2.93,0.21000000000000002,5132.0,80.0,0.886,0.063
1.151166776,6.05e-07,1.28,0.08,3951.0,78.0,0.535,0.034
22.08551599,4.197e-05,3.34,0.175,3828.0,80.0,0.565,0.029
82.5341188,0.0002822,2.45,0.12,4316.0,86.0,0.58,0.0275
7.96431492,1.037e-05,2.44,0.45499999999999996,5185.0,154.5,0.91,0.17099999999999999
17.76076524,2.697e-05,1.93,0.14500000000000002,3826.0,80.0,0.516,0.0385
105.3035093,0.0004305,3.18,0.28500000000000003,5534.0,110.0,0.875,0.079
60.0853848,0.0002239,2.4,0.275,6028.0,119.0,1.047,0.1205
4.469754641,8.123e-06,2.26,0.45,5988.0,179.0,0.934,0.1865
8.08801663,1.128e-05,2.94,0.22,5269.0,78.5,0.874,0.0655
26.85323647,6.691e-05,2.65,0.43,5329.0,159.0,0.869,0.14100000000000001
71.52543938,9.47e-05,5.76,0.285,4855.0,82.0,0.778,0.038
98.7179332,0.0001461,6.99,1.0,5808.0,157.0,0.786,0.1125
17.42393582,9.28e-05,3.29,0.725,6018.0,210.0,0.969,0.214
59.6222627,0.0003077,3.63,0.69,6108.0,189.0,0.997,0.19
4.33643506,1.148e-05,1.75,0.08,6180.0,77.0,1.603,0.0695
19.76169247,6.983e-05,2.81,0.78,6327.0,416.5,1.175,0.324
5.18498961,1.159e-05,1.15,0.105,4325.0,131.0,0.56,0.0505
11.35010642,2.163e-05,1.75,0.13,3597.0,79.0,0.514,0.0385
34.2685741,0.0001132,2.44,0.155,5083.0,79.5,0.872,0.056999999999999995
5.75321539,1.184e-05,3.14,0.515,5445.0,172.0,0.929,0.1525
18.93055119,7.549e-05,4.41,2.25,5015.0,156.5,1.643,0.837
16.57099265,4.023e-05,2.03,0.29,5483.0,157.5,0.779,0.1115
49.7700907,0.0001068,5.12,0.825,5774.0,163.5,0.818,0.1325
7.76845639,4.111e-05,1.35,0.125,5447.0,81.0,0.917,0.08249999999999999
86.64764448,4.403e-05,9.4,1.33,5522.0,79.0,1.12,0.158
1.763587535,4.2e-08,21.42,7.905,9107.0,342.5,3.031,1.1185
26.964501,0.000154,2.2,0.37,5754.0,171.5,0.905,0.153
7.68433346,1.413e-05,2.58,0.225,4402.0,131.0,0.572,0.049
11.79161234,5.355e-05,2.41,0.4,5619.0,75.0,1.199,0.1975
31.0033072,0.0001895,2.72,0.515,6090.0,214.5,1.071,0.204
43.3167427,0.0002356,2.42,0.36,5654.0,169.0,0.774,0.115
2.168451063,2.811e-06,2.41,0.5700000000000001,6153.0,214.5,1.109,0.2615
6.53194024,2.283e-05,3.09,0.35,5301.0,79.5,0.977,0.112
7.42697378,5.316e-05,1.4,0.15,5573.0,79.0,0.982,0.10450000000000001
12.00089667,6.862e-05,1.47,0.14500000000000002,5195.0,149.0,0.69,0.0665
16.3012727,0.0001047,1.54,0.105,4873.0,137.5,0.796,0.0545
7.01074295,2.517e-05,3.76,0.875,5814.0,78.0,2.476,0.5745
9.95667035,5.854e-05,3.41,0.8,6165.0,193.0,1.115,0.2615
10.41728722,6.695e-05,1.64,0.25,5557.0,79.0,1.151,0.175
45.126216,0.0004995,2.32,0.505,6499.0,203.0,1.169,0.2545
11.94019101,7.096e-05,1.86,0.18,5073.0,160.0,0.748,0.07350000000000001
31.0572947,0.0002303,1.85,0.24000000000000002,5395.0,160.5,0.734,0.0945
84.5733346,0.0006541,2.59,0.39999999999999997,5418.0,172.0,0.888,0.136
2.032319072,5.327e-06,1.87,0.405,6156.0,203.5,1.05,0.2275
4.14789051,3.408e-05,1.93,0.33499999999999996,6150.0,79.0,1.417,0.2475
4.37033233,2.022e-05,1.56,0.24,5657.0,76.0,1.182,0.182
18.8262877,0.0001114,2.34,0.315,5215.0,184.0,0.845,0.11449999999999999
25.2034128,0.0001369,2.42,0.455,5831.0,166.0,0.921,0.174
51.3011844,0.0006021,2.07,0.41000000000000003,6032.0,171.0,0.929,0.1845
16.22378479,7.758e-05,1.51,0.155,5547.0,,0.925,0.095
