P,P_sigma,Rplanet,Rplanet_sigma,Teff,Teff_sigma,Rstar,Rstar_sigma
39.30941904,4.834e-05,3.0,0.125,5600.0,60.0,0.881,0.0215
29.88485741,3.246e-05,2.702,0.109,4935.0,60.0,0.73,0.0195
12.92491623,1.23e-05,2.428,0.169,5120.0,60.0,0.748,0.0195
5.826659194,6.365e-06,3.745,0.242,5503.0,60.0,0.902,0.056499999999999995
4.903321551,4.545e-06,2.363,0.063,6128.0,60.0,1.276,0.0295
1.827082299,4.44e-07,3.195,0.132,5485.0,60.0,0.914,0.037
17.1570874,0.0002516,3.178,0.445,5640.0,60.0,2.789,0.075
3.247555219,5.26e-06,1.356,0.046,5697.0,60.0,0.946,0.0225
5.458498316,9.07e-06,2.615,0.176,5798.0,60.0,1.512,0.0385
18.68404933,5.589e-05,4.564,0.351,5506.0,60.0,1.992,0.055
10.68167916,4.66e-05,1.799,0.088,5608.0,60.0,0.963,0.035500000000000004
2.382652169,3.277e-06,2.201,0.094,5118.0,60.0,0.801,0.0265
8.512035877,4.498e-06,2.214,0.057,5802.0,60.0,0.922,0.022
24.3078946,2.446e-05,2.133,0.065,5347.0,60.0,0.823,0.0205
16.56805949,5.077e-05,2.568,0.118,5113.0,60.0,0.714,0.0275
21.8536791,9.746e-05,1.624,0.074,5549.0,60.0,0.816,0.0225
13.06076688,9.209e-05,1.38,0.272,5549.0,60.0,0.816,0.0225
24.57081569,4.692e-05,2.038,0.074,5121.0,60.0,0.749,0.0195
10.38123451,1.117e-05,2.161,0.068,5121.0,60.0,0.749,0.0195
19.67416124,5.245e-05,2.538,0.357,6009.0,60.0,1.673,0.16149999999999998
5.21104261,1.231e-05,1.703,0.168,6009.0,60.0,1.673,0.16149999999999998
60.92832271,7.053e-05,2.727,0.073,5563.0,60.0,1.009,0.0245
22.20813214,4.013e-05,3.559,0.101,6563.0,60.0,1.632,0.044
76.0510651,0.000882,1.779,0.093,5541.0,60.0,0.917,0.025
5.835983111,4.655e-06,1.851,0.06,5529.0,60.0,0.803,0.019
8.1874109,1.618e-05,2.303,0.106,5541.0,60.0,0.917,0.025
7.97419807,2.038e-05,2.731,0.089,5838.0,60.0,1.583,0.042499999999999996
1.88897906,1.07e-05,1.305,0.064,5838.0,60.0,1.583,0.042499999999999996
36.9249531,0.0001127,2.741,0.113,5511.0,60.0,0.897,0.032
8.11529219,1.398e-05,2.704,0.174,5511.0,60.0,0.897,0.032
24.66459711,3.967e-05,4.664,0.352,5118.0,60.0,0.801,0.0265
6.581478842,5.012e-06,3.932,0.148,5118.0,60.0,0.801,0.0265
38.58422849,4.568e-05,5.899,0.151,6338.0,60.0,1.672,0.041999999999999996
28.51120525,2.321e-05,3.333,0.201,4790.0,60.0,0.706,0.019
6.2171292,4.234e-05,2.07,0.16,5854.0,60.0,1.546,0.1005
11.8984932,0.0001412,1.747,0.117,5834.0,60.0,1.433,0.0415
3.936993706,2.798e-06,3.028,0.247,5315.0,60.0,0.801,0.0265
18.3697231,2.035e-05,2.482,0.08,5260.0,60.0,0.767,0.0195
10.041568521,7.716e-06,2.572,0.076,5260.0,60.0,0.767,0.0195
5.690584519,2.898e-06,2.808,0.075,5260.0,60.0,0.767,0.0195
2.795894073,3.262e-06,1.524,0.05,5260.0,60.0,0.767,0.0195
15.72589061,5.62e-05,2.97,0.218,5238.0,60.0,0.794,0.054
5.398753927,1.837e-06,2.309,0.054,5789.0,60.0,1.252,0.0295
45.9027566,0.0001294,1.321,0.051,4665.0,60.0,0.685,0.0185
9.60503867,3.23e-05,0.927,0.034,5789.0,60.0,1.252,0.0295
13.72237104,1.849e-05,2.917,0.089,5630.0,60.0,1.205,0.0315
28.1224655,0.0001191,1.027,0.113,4665.0,60.0,0.685,0.0185
242.46712,0.003115,2.217,0.279,5630.0,60.0,1.205,0.0315
4.885488953,2.2e-07,17.484,0.535,6084.0,60.0,1.984,0.0605
9.034195469,5.291e-06,1.628,0.076,4665.0,60.0,0.685,0.0185
21.02247699,4.431e-05,3.209,0.174,4927.0,60.0,0.737,0.037
4.159817122,6.266e-06,0.834,0.035,4665.0,60.0,0.685,0.0185
47.9035211,0.0002113,2.232,0.085,5873.0,60.0,1.161,0.0305
22.71444582,4.989e-05,2.799,0.153,5873.0,60.0,1.161,0.0305
4.585466823,5.111e-06,2.306,0.068,5873.0,60.0,1.161,0.0305
10.088796973,7.362e-06,4.576,0.484,5315.0,60.0,0.801,0.0265
3.578780551,1.63e-07,10.518,0.265,5596.0,60.0,0.984,0.025
0.927859821,5.49e-07,1.838,0.156,4773.0,60.0,0.686,0.02
28.08194365,4.543e-05,3.563,0.134,5315.0,60.0,0.801,0.0265
3.132951625,9.058e-06,1.489,0.073,5046.0,60.0,0.693,0.026000000000000002
19.7240891,0.000242,48.785,51.186,5697.0,60.0,1.574,0.101
29.90722674,5.373e-05,2.243,0.063,5694.0,60.0,0.921,0.0225
2.154909039,1.841e-06,1.521,0.088,6220.0,60.0,1.443,0.0325
12.99207337,5.428e-05,2.888,0.121,5641.0,60.0,1.783,0.057
5.859938722,2.614e-06,2.585,0.061,6220.0,60.0,1.443,0.0325
8.13122484,1.345e-05,1.78,0.106,6220.0,60.0,1.443,0.0325
21.38521506,3.88e-05,2.303,0.159,5349.0,60.0,0.849,0.021
4.182002531,1.716e-06,2.403,0.061,5393.0,60.0,0.834,0.0195
14.70748976,3.759e-05,1.909,0.071,5612.0,60.0,1.191,0.0275
14.78769446,8.16e-05,5.913,0.756,5697.0,60.0,1.574,0.101
0.900376476,3.633e-06,0.758,0.045,5612.0,60.0,1.191,0.0275
13.72465129,5.006e-05,2.961,0.261,5846.0,60.0,1.616,0.0455
9.8482024,8.05e-05,4.349,0.786,5697.0,60.0,1.574,0.101
46.4063358,0.0001651,2.61,0.085,6145.0,60.0,1.194,0.0295
1.260259094,6.61e-07,3.232,0.185,5251.0,60.0,0.838,0.03
5.25448795,5.31e-05,1.144,0.076,5251.0,60.0,0.838,0.03
24.54350418,6.435e-05,4.558,0.229,5904.0,60.0,1.31,0.0635
7.38441403,6.066e-05,2.823,0.215,5697.0,60.0,1.574,0.101
17.81595067,4.409e-05,3.065,0.148,5786.0,60.0,1.017,0.043
124.5244647,0.0005822,2.741,0.092,5594.0,60.0,1.037,0.0265
44.699504,0.0001218,2.928,0.094,5594.0,60.0,1.037,0.0265
3.619312195,6.696e-06,1.696,0.105,5594.0,60.0,1.037,0.0265
6.04045294,1.073e-05,1.238,0.048,5194.0,60.0,0.764,0.0195
9.42887179,2.438e-05,3.443,0.139,5948.0,60.0,1.363,0.049
4.08899022,1.934e-05,1.841,0.097,5948.0,60.0,1.363,0.049
8.3053749,3.036e-05,2.074,0.191,5520.0,60.0,0.853,0.025500000000000002
1.269090374,1.005e-06,1.896,0.181,5067.0,60.0,0.821,0.0225
2.853133644,4.124e-06,1.376,0.052,5067.0,60.0,0.821,0.0225
4.138536769,6.44e-06,1.22,0.045,5194.0,60.0,0.764,0.0195
2.785821693,3.78e-06,1.654,0.046,6202.0,60.0,1.94,0.0415
41.74949827,6.603e-05,2.93,0.087,5564.0,60.0,0.898,0.0225
16.08786478,2.335e-05,2.242,0.068,5564.0,60.0,0.898,0.0225
16.25945734,8.922e-05,1.415,0.062,6054.0,60.0,1.234,0.0305
12.1097104,7.142e-05,2.623,0.119,6360.0,60.0,1.518,0.0565
4.75793986,3.846e-05,1.857,0.097,6360.0,60.0,1.518,0.0565
11.1317519,8.073e-05,1.202,0.056,6054.0,60.0,1.234,0.0305
20.4966197,0.0002282,2.256,0.123,6360.0,60.0,1.518,0.0565
8.1934719,0.0001036,1.655,0.105,6360.0,60.0,1.518,0.0565
12.51366754,5.491e-05,1.879,0.219,5520.0,60.0,0.853,0.025500000000000002
7.46662197,3.56e-05,1.387,0.052,6054.0,60.0,1.234,0.0305
8.70419416,1.277e-05,3.043,0.14,5239.0,60.0,0.847,0.0285
8.88492268,1.405e-06,12.384,0.417,5306.0,60.0,0.948,0.0325
16.2583586,0.0002149,1.11,0.058,5880.0,60.0,1.448,0.035
31.80474045,9.869e-05,2.612,0.073,5880.0,60.0,1.448,0.035
2.462342175,3.922e-06,1.469,0.054,5658.0,60.0,1.09,0.0275
226.89047,0.001096,4.594,0.368,4927.0,60.0,0.737,0.037
3.88689525,2.241e-05,1.388,0.06,6554.0,60.0,1.754,0.0455
8.58598202,3.458e-05,1.804,0.077,6554.0,60.0,1.754,0.0455
5.37493491,1.296e-05,2.201,0.072,6554.0,60.0,1.754,0.0455
10.37168453,1.449e-05,2.712,0.205,5064.0,60.0,0.73,0.0225
17.40665938,3.295e-05,3.745,0.115,6119.0,60.0,1.545,0.043
7.69364042,1.946e-05,2.867,0.263,6119.0,60.0,1.545,0.043
6.91134416,2.461e-05,2.926,0.213,5722.0,60.0,2.006,0.063
68.1613598,0.0004941,1.554,0.063,5648.0,60.0,0.896,0.0215
17.4211749,2.066e-05,3.061,0.147,5693.0,60.0,0.936,0.0245
3.96994893,1.319e-05,1.335,0.083,5064.0,60.0,0.73,0.0225
30.86437869,5.41e-05,2.177,0.203,5648.0,60.0,0.896,0.0215
14.6671927,5.225e-05,1.361,0.181,5648.0,60.0,0.896,0.0215
9.36063971,2.455e-05,1.57,0.088,5648.0,60.0,0.896,0.0215
3.179262921,2.517e-06,1.324,0.043,5509.0,60.0,0.918,0.0215
12.06222443,2.649e-05,1.515,0.057,5495.0,60.0,0.862,0.022
28.7795813,0.0001849,2.947,0.286,6052.0,60.0,1.582,0.047
15.66057659,4.128e-05,3.1,0.102,6052.0,60.0,1.582,0.047
4.82297735,5.351e-06,2.037,0.081,5658.0,60.0,1.09,0.0275
394.6244904,0.0008875,7.857,0.27,5979.0,60.0,1.794,0.053
8.91902447,4.429e-05,2.089,0.217,5834.0,60.0,1.433,0.0415
29.66629667,6.106e-05,3.721,0.118,5914.0,60.0,1.45,0.042499999999999996
16.2254649,0.0001556,1.587,0.076,5914.0,60.0,1.45,0.042499999999999996
7.95355717,1.72e-05,2.247,0.11,4918.0,60.0,0.748,0.028999999999999998
4.14451776,1.336e-05,1.502,0.083,4918.0,60.0,0.748,0.028999999999999998
18.99850923,9.537e-05,2.353,0.124,6022.0,60.0,1.084,0.0405
4.24437621,2.426e-05,1.6,0.086,6022.0,60.0,1.084,0.0405
12.33340885,6.674e-05,4.426,25.235,6022.0,60.0,1.084,0.0405
8.14511872,4.028e-05,3.098,0.405,6022.0,60.0,1.084,0.0405
56.2279697,0.0003034,2.263,0.121,4939.0,60.0,0.759,0.0265
11.76305946,2.035e-05,2.436,0.112,4939.0,60.0,0.759,0.0265
50.4473156,0.0007228,3.481,0.414,5800.0,60.0,1.567,0.074
23.65368621,1.71e-05,9.291,0.442,5800.0,60.0,1.567,0.074
5.714890717,6.805e-06,1.44,0.05,4859.0,60.0,0.707,0.019
12.4416871,0.0001523,0.636,0.041,4859.0,60.0,0.707,0.019
18.16407876,1.761e-05,2.122,0.067,4859.0,60.0,0.707,0.019
122.3863812,0.0004967,1.873,0.068,4859.0,60.0,0.707,0.019
13.23356008,5.022e-05,3.502,0.179,5800.0,60.0,1.567,0.074
6.15555756,2.76e-05,3.052,0.218,5800.0,60.0,1.567,0.074
2.09081565,1.034e-05,1.706,0.105,5800.0,60.0,1.567,0.074
267.283301,0.004543,1.54,0.077,4859.0,60.0,0.707,0.019
8.10361363,1.962e-05,2.358,0.102,4897.0,60.0,0.759,0.025500000000000002
8.2039687,1.469e-05,2.478,0.175,4876.0,60.0,0.673,0.023
4.71510365,1.874e-05,1.556,0.086,4897.0,60.0,0.759,0.025500000000000002
14.49643531,5.429e-05,2.298,0.311,4876.0,60.0,0.673,0.023
20.026231,0.0001094,1.741,0.155,5149.0,60.0,0.815,0.025500000000000002
5.378868441,7.268e-06,1.858,0.216,5048.0,60.0,0.763,0.02
21.05358596,8.943e-05,4.01,0.27,5854.0,60.0,1.546,0.1005
36.27594657,8.351e-05,3.125,0.153,5105.0,60.0,0.78,0.0345
127.9075774,0.0004999,9.902,0.712,5854.0,60.0,1.546,0.1005
11.634864,8.446e-05,2.203,0.124,5684.0,60.0,1.232,0.051500000000000004
51.75529576,8.421e-05,2.635,0.144,5760.0,60.0,1.051,0.025500000000000002
3.383538066,5.11e-06,1.399,0.055,5350.0,60.0,0.86,0.0225
2.358951515,8.367e-06,0.841,0.046,5350.0,60.0,0.86,0.0225
0.638163204,1.678e-06,0.919,0.052,5079.0,60.0,0.827,0.0225
39.6769617,0.0002515,2.774,0.304,5079.0,60.0,0.827,0.0225
17.46085263,4.606e-05,2.26,0.124,5105.0,60.0,0.78,0.0345
3.595769645,8.82e-06,2.788,0.205,5742.0,60.0,1.18,0.0435
7.49017229,1.007e-05,2.654,0.126,5105.0,60.0,0.78,0.0345
20.05040157,8.775e-05,2.962,0.236,5498.0,60.0,0.857,0.0385
5.404272197,5.55e-06,2.463,0.086,5816.0,60.0,0.884,0.0285
9.76734365,2.943e-05,2.135,0.131,5498.0,60.0,0.857,0.0385
4.311779906,4.488e-06,3.063,0.149,5498.0,60.0,0.857,0.0385
1.208465026,1.674e-06,1.375,0.054,5816.0,60.0,0.884,0.0285
11.678948452,9.833e-06,3.987,0.545,5816.0,60.0,0.884,0.0285
5.71542485,7.474e-06,2.493,0.095,5149.0,60.0,0.815,0.025500000000000002
14.58649607,2.876e-05,2.42,0.086,6070.0,60.0,1.199,0.0325
7.75192492,1.063e-05,2.829,0.086,6042.0,60.0,1.398,0.035500000000000004
7.21204152,1.483e-05,3.86,0.241,5911.0,60.0,1.171,0.07250000000000001
11.09431923,2.137e-05,4.562,0.279,5660.0,60.0,1.104,0.0655
10.21420496,2.131e-05,2.912,0.241,5834.0,60.0,1.594,0.0415
22.24813967,3.515e-05,2.686,0.13,5600.0,60.0,0.976,0.0235
9.48961571,2.398e-05,2.702,0.1,5605.0,60.0,1.613,0.046
4.13443005,1.061e-05,3.423,0.32,5660.0,60.0,1.104,0.0655
3.749100061,7.141e-06,1.425,0.05,5736.0,60.0,1.043,0.025
4.41745855,6.603e-06,2.195,0.067,6380.0,60.0,1.271,0.0295
2.56659092,1.598e-05,1.769,0.133,5660.0,60.0,1.104,0.0655
16.33889626,1.826e-05,10.31,0.312,4933.0,60.0,2.522,0.074
54.418464,0.0002686,2.756,0.146,5539.0,60.0,0.925,0.039
3.173917103,4.229e-06,3.073,0.119,6540.0,60.0,1.719,0.0595
9.48803146,2.95e-05,2.749,0.238,5539.0,60.0,0.925,0.039
8.10904671,7.477e-05,1.273,0.086,5356.0,60.0,0.861,0.036000000000000004
5.34955671,9.141e-06,2.883,0.234,5356.0,60.0,0.861,0.036000000000000004
3.94104632,1.16e-05,1.696,0.088,5356.0,60.0,0.861,0.036000000000000004
18.643516,5.38e-05,1.984,0.116,5046.0,60.0,0.693,0.026000000000000002
3.275822621,4.771e-06,2.638,0.088,6192.0,60.0,1.539,0.043
11.34933733,2.195e-05,2.532,0.111,5046.0,60.0,0.693,0.026000000000000002
15.87364565,4.3e-05,1.795,0.146,5334.0,60.0,0.825,0.02
6.07972888,1.513e-05,4.306,0.331,5320.0,60.0,2.157,0.062
23.20584623,5.368e-05,2.338,0.073,6281.0,60.0,1.24,0.0305
23.44971004,7.672e-05,3.585,0.127,6282.0,60.0,2.027,0.06
6.252964898,9.442e-06,2.288,0.111,5002.0,60.0,0.706,0.031
2.711502579,4.134e-06,3.975,0.305,5911.0,60.0,1.171,0.07250000000000001
4.1653651,1.304e-05,1.544,0.058,6042.0,60.0,1.398,0.035500000000000004
14.48585199,2.363e-05,2.089,0.071,5721.0,60.0,0.968,0.025500000000000002
91.77221,0.001004,2.07,0.113,5253.0,60.0,0.773,0.026
40.6994443,0.0001783,3.259,0.233,6006.0,60.0,1.321,0.0385
32.62882975,9.594e-05,3690.889,1916.293,5253.0,60.0,0.773,0.026
7.2385854,1.18e-05,1.338,0.048,5406.0,60.0,0.819,0.02
9.434151089,2.052e-06,5.643,0.168,5673.0,60.0,0.887,0.021
15.27438229,3.991e-05,2.198,0.075,5823.0,60.0,1.491,0.0385
5.924991308,6.659e-06,3.291,0.246,5046.0,60.0,0.693,0.026000000000000002
10.74242766,1.85e-05,3.036,0.091,5823.0,60.0,1.491,0.0385
0.974868926,8e-07,1.192,0.037,5354.0,60.0,0.834,0.0205
7.10694385,3.042e-05,1.858,0.209,5823.0,60.0,1.491,0.0385
17.97979059,3.77e-05,2.688,0.082,6158.0,60.0,1.223,0.0325
41.1970874,0.0001019,3.448,0.167,5002.0,60.0,0.706,0.031
8.50340718,2.68e-05,2.389,0.098,5856.0,60.0,1.699,0.0475
16.06862959,1.16e-05,5.023,0.226,5002.0,60.0,0.706,0.031
23.783247,0.0001376,2.694,0.098,5856.0,60.0,1.699,0.0475
11.0895723,4.373e-05,2.301,0.082,6513.0,60.0,1.825,0.052
5.16950177,1.029e-05,2.132,0.066,6109.0,60.0,1.442,0.0365
161.4743937,0.0009011,4.095,0.211,5755.0,60.0,1.34,0.0365
33.1981054,0.0003191,2.387,0.159,5684.0,60.0,1.232,0.051500000000000004
31.8841569,0.0002563,2.732,0.162,5693.0,60.0,0.889,0.044
52.09081602,4.044e-05,7.231,0.208,6389.0,60.0,1.316,0.0375
42.63416177,9.073e-05,5.204,0.258,6088.0,60.0,1.211,0.057999999999999996
3.28192091,1.277e-05,2.496,0.166,5938.0,60.0,1.739,0.1005
12.51618164,7.499e-05,3.009,0.196,5938.0,60.0,1.739,0.1005
5.902246921,7.372e-06,2.3,0.098,5401.0,60.0,0.835,0.033
20.86021267,2.448e-05,5.496,0.267,6088.0,60.0,1.211,0.057999999999999996
105.3585964,0.0005565,3.155,0.386,4786.0,60.0,0.739,0.0225
127.8338098,0.0003082,8.195,0.402,6443.0,60.0,1.83,0.0605
37.8156219,0.0001804,1.124,0.047,4859.0,60.0,0.699,0.018
87.6475334,0.0005202,4.23,0.224,6088.0,60.0,1.211,0.057999999999999996
5.92365634,1.704e-05,1.553,0.069,4786.0,60.0,0.739,0.0225
10.41572924,1.206e-05,2.908,0.127,5559.0,60.0,0.919,0.023
44.8412214,0.0002879,2.473,0.125,4908.0,60.0,0.769,0.0295
17.32668599,6.979e-05,2.317,0.115,4908.0,60.0,0.769,0.0295
7.2402285,1.637e-05,2.332,0.107,4908.0,60.0,0.769,0.0295
4.64621076,1.637e-05,1.639,0.085,4908.0,60.0,0.769,0.0295
3.20539833,1.61e-05,1.753,0.108,5080.0,60.0,0.771,0.0325
53.5778376,0.0002944,1.323,0.192,4859.0,60.0,0.699,0.018
16.73865956,8.361e-05,2.579,0.16,5080.0,60.0,0.771,0.0325
13.08424096,2.237e-05,2.719,0.169,5559.0,60.0,0.919,0.023
13.93072278,7.664e-05,1.189,0.065,5451.0,60.0,0.839,0.022
59.9810586,0.0005512,2.194,0.087,6090.0,60.0,1.293,0.031
0.631332353,3.47e-07,1.524,0.088,4759.0,60.0,0.733,0.0375
7.1864526,1.842e-05,1.844,0.086,5604.0,60.0,0.9,0.0275
8.48653576,4.587e-05,1.615,0.07,6145.0,60.0,1.472,0.04
55.1866695,0.0003294,2.806,0.098,6145.0,60.0,1.472,0.04
10.32738017,8.134e-05,1.606,0.141,5626.0,60.0,1.384,0.075
37.8658982,0.0001984,3.204,0.361,5626.0,60.0,1.384,0.075
3.61461353,2.528e-05,1.295,0.075,5648.0,60.0,1.583,0.0395
32.2752118,0.0005578,2.393,0.231,5709.0,60.0,1.507,0.126
14.9702081,8.255e-05,2.682,0.367,5709.0,60.0,1.507,0.126
19.74732846,4.658e-05,3.642,0.125,6224.0,60.0,1.661,0.0445
7.54233911,3.981e-05,1.753,0.075,5648.0,60.0,1.583,0.0395
11.9320869,5.534e-05,2.221,0.259,5648.0,60.0,1.583,0.0395
1.77244975,6.815e-06,1.463,0.069,6224.0,60.0,1.661,0.0445
232.058029,0.007588,2.116,0.109,5897.0,60.0,1.139,0.0295
2.382952186,3.052e-06,1.594,0.072,5401.0,60.0,0.835,0.033
19.7383913,0.0001306,1.544,0.186,5897.0,60.0,1.139,0.0295
9.17613539,3.367e-05,1.659,0.064,5897.0,60.0,1.139,0.0295
25.7457529,0.0003214,1.599,0.073,6090.0,60.0,1.293,0.031
92.8750347,0.0005498,2.336,0.26,5451.0,60.0,0.839,0.022
56.476167,0.0001266,3.273,0.248,5451.0,60.0,0.839,0.022
8.29087418,3.091e-05,3.213,0.321,5080.0,60.0,0.771,0.0325
3.289722169,8.334e-06,1.415,0.059,5604.0,60.0,0.9,0.0275
26.8476325,0.0001637,3.417,0.124,5459.0,60.0,2.086,0.061
13.3669309,0.0003599,0.276,0.028,5348.0,60.0,0.786,0.018
5.41907559,2.107e-05,1.478,0.068,5656.0,60.0,0.94,0.0265
1.897834018,6.937e-06,1.55,0.079,5730.0,60.0,1.341,0.0495
3.28280266,1.332e-05,1.627,0.081,5730.0,60.0,1.341,0.0495
5.02818614,2.021e-05,1.91,0.292,5730.0,60.0,1.341,0.0495
12.12582991,7.572e-05,1.624,0.121,5483.0,60.0,0.871,0.046
19.9866157,0.00013,3.025,0.393,5483.0,60.0,0.871,0.046
4.92031217,3.108e-05,1.262,0.071,5846.0,60.0,1.419,0.0415
2.508554095,7.02e-06,1.422,0.058,5656.0,60.0,0.94,0.0265
16.726052,0.0002028,1.812,0.138,5602.0,60.0,1.326,0.0435
14.37457351,3.236e-05,1.938,0.066,5705.0,60.0,1.051,0.0285
12.5094525,0.0001127,1.491,0.083,5924.0,60.0,1.172,0.0325
143.2063518,0.0001932,8.845,0.397,5464.0,60.0,0.819,0.035
27.0141783,0.0001417,2.025,0.081,5924.0,60.0,1.172,0.0325
20.0984215,0.000119,1.611,0.069,6060.0,60.0,1.271,0.0295
50.28638192,8.862e-05,4.003,0.11,5854.0,60.0,1.181,0.0295
60.32488611,2.635e-05,12.159,0.517,5464.0,60.0,0.819,0.035
62.7845002,0.0004146,2.363,0.1,6060.0,60.0,1.271,0.0295
29.1598615,0.0002534,1.803,0.129,5464.0,60.0,0.819,0.035
14.17220432,6.277e-05,2.281,0.099,5846.0,60.0,1.419,0.0415
9.65185017,5.013e-05,1.198,0.137,5705.0,60.0,1.051,0.0285
13.75134642,5.128e-05,2.09,0.214,5656.0,60.0,0.94,0.0265
30.1836854,0.0001176,3.411,0.186,5703.0,60.0,1.048,0.0535
21.30199109,5.432e-05,0.718,0.024,5348.0,60.0,0.786,0.018
8.09219642,3.302e-05,1.506,0.118,5737.0,60.0,1.558,0.035500000000000004
30.8638931,0.0001259,2.808,0.174,6112.0,60.0,1.625,0.042499999999999996
39.79223792,2.223e-05,1.91,0.047,5348.0,60.0,0.786,0.018
4.57950946,2.872e-05,1.526,0.09,5649.0,60.0,1.029,0.0435
19.023152,0.0001132,2.249,0.259,5649.0,60.0,1.029,0.0435
34.7629923,0.0002929,2.303,0.102,5710.0,60.0,1.258,0.035500000000000004
67.9687026,0.0007043,2.105,0.095,5710.0,60.0,1.258,0.035500000000000004
6.84976206,5.23e-05,1.534,0.087,6121.0,60.0,1.249,0.051500000000000004
5.48711079,1.153e-05,3.359,0.231,5080.0,60.0,0.771,0.0325
20.0545077,0.0001697,2.65,0.241,6121.0,60.0,1.249,0.051500000000000004
1.499146953,2.797e-06,1.042,0.048,4843.0,60.0,0.65,0.0205
9.6534764,1.102e-05,2.374,0.101,4843.0,60.0,0.65,0.0205
5.315953474,4.776e-06,2.046,0.094,4843.0,60.0,0.65,0.0205
30.0904877,0.0003232,2.618,0.331,6121.0,60.0,1.249,0.051500000000000004
3.222969273,9.455e-06,1.53,0.063,5680.0,60.0,0.967,0.0295
3.295703644,1.423e-06,2.768,0.175,4843.0,60.0,0.65,0.0205
5.53532955,1.926e-05,2.179,0.1,5602.0,60.0,1.326,0.0435
127.2824031,0.0002105,11.066,0.579,5703.0,60.0,1.048,0.0535
72.381301,0.0008508,3.961,0.161,5459.0,60.0,2.086,0.061
3.930871,2.346e-05,1.22,0.058,6031.0,60.0,1.247,0.035500000000000004
16.23192004,1.415e-05,3.962,0.141,5979.0,60.0,1.634,0.041
2.46106655,1.103e-05,0.78,0.037,5440.0,60.0,0.876,0.0205
4.580338622,6.728e-06,1.905,0.077,5184.0,60.0,1.089,0.035500000000000004
6.98803345,3.278e-05,1.117,0.051,5446.0,60.0,0.766,0.0225
10.55838956,5.336e-05,1.1,0.053,5446.0,60.0,0.766,0.0225
5.19556758,3.688e-05,1.35,0.069,5722.0,60.0,1.185,0.0365
8.01041305,3.031e-05,2.04,0.081,5722.0,60.0,1.185,0.0365
27.6665971,0.0002117,2.306,0.34,5722.0,60.0,1.185,0.0365
2.248288538,2.601e-06,1.743,0.071,5184.0,60.0,1.089,0.035500000000000004
38.7146833,0.0001793,2.482,0.263,5541.0,60.0,0.81,0.025500000000000002
4.97761996,1.28e-05,1.381,0.203,5446.0,60.0,0.766,0.0225
42.4730575,0.0003982,2.867,0.305,5722.0,60.0,1.185,0.0365
12.76224947,4.448e-05,2.744,0.348,5541.0,60.0,0.81,0.025500000000000002
4.544437773,5.001e-06,2.427,0.091,5541.0,60.0,0.81,0.025500000000000002
13.97946561,3.976e-05,1.577,0.089,5233.0,60.0,0.835,0.0225
26.2348478,0.0001108,1.843,0.081,6272.0,60.0,1.363,0.0335
39.4571522,0.0003352,2.679,0.25,6272.0,60.0,1.363,0.0335
51.8096695,0.0002336,3.374,0.388,5233.0,60.0,0.835,0.0225
23.58447697,7.601e-05,3.182,0.298,5639.0,60.0,1.439,0.042499999999999996
1.644224613,6.213e-06,0.963,0.04,6272.0,60.0,1.363,0.0335
15.17026179,4.137e-05,2.103,0.065,6272.0,60.0,1.363,0.0335
6.76689811,1.627e-05,1.658,0.079,5184.0,60.0,1.089,0.035500000000000004
5.66815436,4.295e-05,1.467,0.076,5947.0,60.0,1.609,0.046
13.17556672,5.714e-05,2.546,0.093,5947.0,60.0,1.609,0.046
2.470613385,1.9e-08,14.141,0.331,5819.0,60.0,1.045,0.0245
67.8450771,0.0007597,2.81,0.127,6000.0,60.0,1.768,0.054
12.75802811,3.078e-05,1.374,0.043,5866.0,60.0,0.999,0.0235
5.47033694,1.422e-05,1.026,0.036,5866.0,60.0,0.999,0.0235
34.2113054,0.0003146,1.125,0.056,4955.0,60.0,0.688,0.018
15.9956114,0.0001017,1.035,0.055,4955.0,60.0,0.688,0.018
7.62634063,2.265e-05,1.158,0.048,4955.0,60.0,0.688,0.018
3.29276965,1.078e-05,1.644,0.058,5634.0,60.0,1.796,0.047
15.95545002,4.701e-05,2.308,0.219,5028.0,60.0,0.779,0.025500000000000002
9.69315566,3.013e-05,2.237,0.203,5634.0,60.0,1.796,0.047
13.72707449,4.056e-05,2.492,0.081,5898.0,60.0,1.752,0.0445
8.57503552,5.91e-05,4.358,0.187,5074.0,60.0,3.497,0.1075
24.3111399,0.0001091,2.394,0.084,5898.0,60.0,1.752,0.0445
44.4301361,0.0002295,2.829,0.311,5898.0,60.0,1.752,0.0445
9.34144548,5.433e-05,1.767,0.268,5898.0,60.0,1.752,0.0445
8.25981532,4.818e-05,1.37,0.075,5028.0,60.0,0.779,0.025500000000000002
41.0280637,0.0001385,3.939,0.129,5947.0,60.0,1.609,0.046
31.78476785,9.714e-05,3.483,0.113,5947.0,60.0,1.609,0.046
21.77568751,3.731e-05,4.529,0.138,5947.0,60.0,1.609,0.046
4.38536461,1.458e-05,1.15,0.054,5233.0,60.0,0.835,0.0225
13.84984283,5.928e-05,1.486,0.055,5979.0,60.0,1.634,0.041
3.553829671,4.868e-06,1.533,0.05,5935.0,60.0,1.092,0.0285
23.2218189,0.0001078,1.767,0.094,5781.0,60.0,1.21,0.038
11.0317307,0.0001636,1.696,0.112,5769.0,60.0,1.173,0.0505
